 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.000000e+01 6.730944e-01 -1.415268e-02 1.000000e+01
 2.000000e+01 4.966799e-01 5.640201e-03 1.000000e+01
 3.000000e+01 4.427562e-01 -1.058674e-03 1.000000e+01
 4.000000e+01 4.152412e-01 1.790164e-04 1.000000e+01
 5.000000e+01 3.824839e-01 2.807052e-05 1.000000e+01
 6.000000e+01 3.553119e-01 4.381958e-05 1.000000e+01
 7.000000e+01 3.317875e-01 1.550718e-05 1.000000e+01
 8.000000e+01 3.108468e-01 4.917371e-05 1.000000e+01
 9.000000e+01 2.934428e-01 0.000000e+00 1.000000e+01
