 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.000000e+01 8.915111e-02 -1.710479e-03 1.000000e+01
 2.000000e+01 8.059483e-02 9.794719e-04 1.000000e+01
 3.000000e+01 1.048787e-01 -2.369997e-04 1.000000e+01
 4.000000e+01 1.252102e-01 -2.686151e-04 1.000000e+01
 5.000000e+01 1.243837e-01 4.198033e-05 1.000000e+01
 6.000000e+01 1.213395e-01 -3.236816e-05 1.000000e+01
 7.000000e+01 1.166456e-01 -1.148969e-05 1.000000e+01
 8.000000e+01 1.109528e-01 1.839292e-05 1.000000e+01
 9.000000e+01 1.062947e-01 0.000000e+00 1.000000e+01
