 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.000000e+01 2.727245e-01 -6.632068e-03 1.000000e+01
 2.000000e+01 1.615698e-01 3.495521e-03 1.000000e+01
 3.000000e+01 1.607559e-01 -7.295673e-04 1.000000e+01
 4.000000e+01 1.685183e-01 -6.267365e-05 1.000000e+01
 5.000000e+01 1.602793e-01 2.017792e-05 1.000000e+01
 6.000000e+01 1.521978e-01 -8.588013e-06 1.000000e+01
 7.000000e+01 1.437560e-01 -7.443863e-06 1.000000e+01
 8.000000e+01 1.351618e-01 2.921947e-05 1.000000e+01
 9.000000e+01 1.283915e-01 0.000000e+00 1.000000e+01
